,Filename,Insertions,Deletions,Substitutions,WER,Word Count,transcription,Viterbi transcription,Decode speed,Backtrace speed,Forward computations
0,0000.wav,1,3,8,0.7058823529411765,17,peter piper picked a peck of pickled peppers where's the peck of pickled peppers peter piper picked,where's a piper picked of peck a where's where's peck peter picked a piper peck,0.8884115219116211,0.0005371570587158203,22766
1,0001.wav,3,0,5,1.1428571428571428,7,peter picked a peck of pickled peppers,where's a of picked the piper of the peck of,0.44245266914367676,0.00020003318786621094,10278
2,0002.wav,0,1,4,0.8333333333333334,6,a peck of pickled peppers picked,where's where's of of the,0.31730151176452637,0.0001468658447265625,6768
3,0003.wav,0,0,2,0.5,4,peter piper peter piper,where's piper a piper,0.31185173988342285,0.00011396408081054688,7976
4,0004.wav,0,2,3,0.7142857142857143,7,where's the peck of pickled peppers picked,where's piper where's a picked,0.34775853157043457,0.00014400482177734375,8256
5,0005.wav,0,0,1,0.25,4,peter piper pickled peppers,peter piper picked peppers,0.25008463859558105,9.202957153320312e-05,6192
6,0006.wav,0,2,0,1.0,2,where's peter,,0.07791996002197266,4.863739013671875e-05,1778
7,0007.wav,0,1,1,0.4,5,piper picked peppers of peter,the picked peppers peter,0.19976568222045898,9.846687316894531e-05,5852
8,0008.wav,0,2,2,0.6666666666666666,6,peter peppers picked piper of peck,the peppers picked picked,0.25261497497558594,0.00010251998901367188,7486
9,0009.wav,0,3,1,0.5,8,a peck of pickled peppers peter piper pickled,the peck pickled peter pickled,0.31714797019958496,0.0001227855682373047,8274
10,0010.wav,0,1,0,1.0,1,picked,,0.13297152519226074,7.319450378417969e-05,2586
11,0011.wav,0,1,0,1.0,1,pickled,,0.09822869300842285,4.482269287109375e-05,2716
12,0012.wav,1,0,1,2.0,1,peppers,the of,0.17101049423217773,8.511543273925781e-05,4634
13,0013.wav,1,0,1,2.0,1,piper,the picked,0.16382360458374023,7.82012939453125e-05,4690
14,0014.wav,1,0,1,2.0,1,peter,the the,0.16547107696533203,8.845329284667969e-05,3404
15,0015.wav,2,0,2,0.6666666666666666,6,where's the peck of pickled peppers,the a the peck of the of peppers,0.29667234420776367,0.00016760826110839844,8348
16,0016.wav,0,0,1,0.3333333333333333,3,peter piper picked,the piper picked,0.16867613792419434,8.559226989746094e-05,4846
