,Filename,Insertions,Deletions,Substitutions,WER,Word Count,transcription,Viterbi transcription,Decode speed,Backtrace speed,Forward computations
0,0000.wav,2,0,0,0.11764705882352941,17,peter piper picked a peck of pickled peppers where's the peck of pickled peppers peter piper picked,pickled peter piper picked a the peck of pickled peppers where's the peck of pickled peppers peter piper picked,7.834920406341553,0.0007991790771484375,354068
1,0001.wav,3,0,1,0.5714285714285714,7,peter picked a peck of pickled peppers,pickled a peter picked the of peck of pickled peppers,4.4238715171813965,0.0012619495391845703,200618
2,0002.wav,0,0,1,0.16666666666666666,6,a peck of pickled peppers picked,pickled peck of pickled peppers picked,3.2580370903015137,0.0002796649932861328,150398
3,0003.wav,1,0,0,0.25,4,peter piper peter piper,pickled peter piper peter piper,2.4330527782440186,0.0001628398895263672,110718
4,0004.wav,1,1,1,0.42857142857142855,7,where's the peck of pickled peppers picked,pickled where's the pickled pickled peppers picked,3.1204798221588135,0.0003018379211425781,145128
5,0005.wav,0,0,0,0.0,4,peter piper pickled peppers,peter piper pickled peppers,1.8690764904022217,0.00013756752014160156,86848
6,0006.wav,0,0,0,0.0,2,where's peter,where's peter,1.1171000003814697,7.319450378417969e-05,52438
7,0007.wav,1,0,0,0.2,5,piper picked peppers of peter,a piper picked peppers of peter,1.8532936573028564,0.00014400482177734375,86848
8,0008.wav,0,0,0,0.0,6,peter peppers picked piper of peck,peter peppers picked piper of peck,2.088460922241211,0.00013494491577148438,97388
9,0009.wav,0,0,1,0.125,8,a peck of pickled peppers peter piper pickled,a peck of picked peppers peter piper pickled,2.72214674949646,0.00019359588623046875,124048
10,0010.wav,1,0,0,1.0,1,picked,a picked,1.1767854690551758,7.724761962890625e-05,55228
11,0011.wav,1,0,0,1.0,1,pickled,a pickled,1.011573076248169,0.0002932548522949219,47168
12,0012.wav,1,0,0,1.0,1,peppers,a peppers,1.7561450004577637,0.00011563301086425781,81578
13,0013.wav,1,0,0,1.0,1,piper,a piper,1.6235365867614746,0.00010538101196289062,73518
14,0014.wav,1,0,0,1.0,1,peter,a peter,1.474642038345337,0.000141143798828125,65768
15,0015.wav,2,0,0,0.3333333333333333,6,where's the peck of pickled peppers,a where's the peck of the pickled peppers,2.6611242294311523,0.0001819133758544922,121258
16,0016.wav,2,0,0,0.6666666666666666,3,peter piper picked,a peter piper the picked,1.6263048648834229,0.00015211105346679688,76308
17,0017.wav,2,0,1,0.375,8,peter piper picked a peck of pickled peppers,a peter of piper picked of peck of pickled peppers,3.6867151260375977,0.0003428459167480469,168998
18,0018.wav,2,0,2,0.6666666666666666,6,picked a peck of pickled peppers,a picked the peck of pickled peck where's,1.8076374530792236,9.989738464355469e-05,84368
19,0019.wav,3,0,1,1.3333333333333333,3,peter piper picked,a the peck piper a picked,3.3588144779205322,0.00025010108947753906,152878
20,0020.wav,4,0,0,0.5714285714285714,7,peppers picked peter piper where's the peck,a peppers picked peter of piper the where's the the peck,4.541248321533203,0.0003960132598876953,208678
21,0021.wav,5,0,1,0.6,10,peter picked a peck piper pickled peppers of pickled peppers,a peter peck picked of peck piper the of pickled the peppers of pickled peppers,6.489448070526123,0.0013573169708251953,295788
22,0022.wav,11,0,1,1.5,8,peter piper piper peter peter peter piper piper,a the picked peck piper the of piper the peter picked peter of peter of piper the of piper,4.8417723178863525,0.0005855560302734375,221698
23,0023.wav,2,0,0,0.5,4,peter picked piper peppers,a peter of picked piper peppers,3.120239734649658,0.0004208087921142578,143888
24,0024.wav,2,0,2,0.6666666666666666,6,peter peter peter peter peter peter,a peter peter peter peck peter picked pickled,3.5070273876190186,0.0003552436828613281,160938
25,0025.wav,3,0,2,0.7142857142857143,7,piper picked a peck of peter peppers,a a picked picked of peck of peter peppers a,3.625049352645874,0.0003917217254638672,166208
26,0026.wav,3,0,2,0.625,8,pickled peppers peter piper picked a peck of,a pickled of where's peter piper picked the peck of a,3.517307758331299,0.00030732154846191406,160938
27,0027.wav,3,0,2,0.625,8,of peppers of picked a peter piper of,a of of where's of picked of peter piper of a,4.251670837402344,0.00038886070251464844,195348
28,0028.wav,3,0,2,1.0,5,pickled peppers peter piper picked,a pickled peppers picked of piper of peck,2.719595432281494,0.00023889541625976562,124048
29,0029.wav,2,0,2,0.5714285714285714,7,peter picked a peck of pickled peppers,a a picked peck of peck of pickled peppers,2.800992727279663,0.0006530284881591797,126528
30,0030.wav,1,1,2,0.4444444444444444,9,where's a peck of pickled peppers peter piper picked,a where's of peck pickled peppers peter piper peck,2.9333531856536865,0.00021839141845703125,134588
31,0031.wav,2,0,2,0.8,5,peter piper picked the peppers,a picked piper of picked of peppers,1.7355775833129883,9.059906005859375e-05,79098
32,0032.wav,2,0,2,0.8,5,pickled peppers picked peter piper,a pickled peck picked a picked piper,1.9603631496429443,0.00010442733764648438,89638
33,0033.wav,0,0,0,0.0,5,a peck of pickled peppers,a peck of pickled peppers,2.0276875495910645,0.0002593994140625,92118
34,0034.wav,1,0,0,0.2,5,where's the peck peter picked,a where's the peck peter picked,1.5365495681762695,0.00022149085998535156,68248
35,0035.wav,1,0,0,0.25,4,pickled peppers piper picked,a pickled peppers piper picked,2.8036129474639893,0.00030517578125,126528
