,Filename,Insertions,Deletions,Substitutions,WER,Word Count,transcription,Viterbi transcription,Decode speed,Backtrace speed,Forward computations
0,0000.wav,2,2,0,0.23529411764705882,17,peter piper picked a peck of pickled peppers where's the peck of pickled peppers peter piper picked,a peter piper a the peck of pickled peppers where's peck of pickled peppers peter piper picked,1.636183738708496,0.0006246566772460938,52598
1,0001.wav,3,0,5,1.1428571428571428,7,peter picked a peck of pickled peppers,a a of a the piper of the peck of,1.0197639465332031,0.0002071857452392578,34266
2,0002.wav,1,2,0,0.5,6,a peck of pickled peppers picked,a peck where's of picked,0.7905635833740234,0.0001671314239501953,26188
3,0003.wav,1,0,1,0.5,4,peter piper peter piper,a peter piper a piper,0.5028071403503418,0.00011491775512695312,17706
4,0004.wav,0,0,4,0.5714285714285714,7,where's the peck of pickled peppers picked,a a where's pickled pickled peppers picked,0.6916842460632324,0.00041174888610839844,22636
5,0005.wav,0,0,0,0.0,4,peter piper pickled peppers,peter piper pickled peppers,0.3260173797607422,0.00011730194091796875,10734
6,0006.wav,0,0,0,0.0,2,where's peter,where's peter,0.17199373245239258,0.00010919570922851562,5386
7,0007.wav,0,0,1,0.2,5,piper picked peppers of peter,a picked peppers of peter,0.45821666717529297,0.00017642974853515625,14806
8,0008.wav,0,1,0,0.16666666666666666,6,peter peppers picked piper of peck,peter peppers picked piper peck,0.5219523906707764,0.00016927719116210938,17240
9,0009.wav,0,1,1,0.25,8,a peck of pickled peppers peter piper pickled,a peck picked peppers peter piper pickled,0.519294261932373,0.00018024444580078125,17882
10,0010.wav,1,0,0,1.0,1,picked,a picked,0.23805880546569824,7.176399230957031e-05,7594
11,0011.wav,2,0,1,3.0,1,pickled,a a picked,0.2505464553833008,6.0558319091796875e-05,7340
12,0012.wav,1,0,1,2.0,1,peppers,a peter,0.385906457901001,0.0001804828643798828,11398
13,0013.wav,1,0,0,1.0,1,piper,a piper,0.30632829666137695,8.487701416015625e-05,8260
14,0014.wav,1,0,0,1.0,1,peter,a peter,0.25596141815185547,8.559226989746094e-05,8000
15,0015.wav,2,1,1,0.6666666666666666,6,where's the peck of pickled peppers,a where's peck of the picked peppers,0.5369939804077148,0.00017881393432617188,16702
16,0016.wav,1,0,0,0.3333333333333333,3,peter piper picked,a peter piper picked,0.3155646324157715,9.036064147949219e-05,9406
17,0017.wav,3,1,1,0.625,8,peter piper picked a peck of pickled peppers,a peter piper a of peck of pickled of picked,0.7650692462921143,0.0002796649932861328,24854
18,0018.wav,2,0,2,0.6666666666666666,6,picked a peck of pickled peppers,a picked the peck of pickled peck where's,0.39023852348327637,9.942054748535156e-05,12048
19,0019.wav,1,0,1,0.6666666666666666,3,peter piper picked,a peter piper a,0.6449105739593506,0.0002415180206298828,18990
20,0020.wav,2,0,2,0.5714285714285714,7,peppers picked peter piper where's the peck,a of piper picked peter piper where's the the,1.009782314300537,0.0005764961242675781,33052
21,0021.wav,5,1,2,0.8,10,peter picked a peck piper pickled peppers of pickled peppers,a peter a of peck piper pickled the of picked of pickled peck picked,1.3534491062164307,0.0006690025329589844,42278
22,0022.wav,1,0,2,0.375,8,peter piper piper peter peter peter piper piper,a peter piper piper peter picked of piper piper,0.9748013019561768,0.0008590221405029297,31496
