,Filename,Insertions,Deletions,Substitutions,WER,Word Count,transcription,Viterbi transcription,Decode speed,Backtrace speed,Forward computations
0,0000.wav,2,0,0,0.11764705882352941,17,peter piper picked a peck of pickled peppers where's the peck of pickled peppers peter piper picked,pickled peter piper picked a the peck of pickled peppers where's the peck of pickled peppers peter piper picked,7.833009481430054,0.0022835731506347656,354068
1,0001.wav,3,0,1,0.5714285714285714,7,peter picked a peck of pickled peppers,pickled a peter picked the of peck of pickled peppers,4.422242164611816,0.0007348060607910156,200618
2,0002.wav,0,0,1,0.16666666666666666,6,a peck of pickled peppers picked,pickled peck of pickled peppers picked,3.3436083793640137,0.0005788803100585938,150398
3,0003.wav,1,0,0,0.25,4,peter piper peter piper,pickled peter piper peter piper,2.4579923152923584,0.0005795955657958984,110718
4,0004.wav,1,1,1,0.42857142857142855,7,where's the peck of pickled peppers picked,pickled where's the pickled pickled peppers picked,3.1639201641082764,0.0003809928894042969,145128
5,0005.wav,0,0,0,0.0,4,peter piper pickled peppers,peter piper pickled peppers,1.9006266593933105,0.0003237724304199219,86848
6,0006.wav,0,0,0,0.0,2,where's peter,where's peter,1.1401188373565674,9.226799011230469e-05,52438
7,0007.wav,1,0,0,0.2,5,piper picked peppers of peter,a piper picked peppers of peter,1.8827612400054932,0.00015020370483398438,86848
8,0008.wav,0,0,0,0.0,6,peter peppers picked piper of peck,peter peppers picked piper of peck,2.1246094703674316,0.0005664825439453125,97388
9,0009.wav,0,0,1,0.125,8,a peck of pickled peppers peter piper pickled,a peck of picked peppers peter piper pickled,2.7183923721313477,0.0002655982971191406,124048
10,0010.wav,1,0,0,1.0,1,picked,a picked,1.2059588432312012,0.0001232624053955078,55228
11,0011.wav,1,0,0,1.0,1,pickled,a pickled,1.025686264038086,8.702278137207031e-05,47168
12,0012.wav,1,0,0,1.0,1,peppers,a peppers,1.8119821548461914,0.00045990943908691406,81578
13,0013.wav,1,0,0,1.0,1,piper,a piper,1.6411502361297607,0.0001499652862548828,73518
14,0014.wav,1,0,0,1.0,1,peter,a peter,1.4531679153442383,0.00010395050048828125,65768
15,0015.wav,2,0,0,0.3333333333333333,6,where's the peck of pickled peppers,a where's the peck of the pickled peppers,2.660726547241211,0.0002357959747314453,121258
16,0016.wav,2,0,0,0.6666666666666666,3,peter piper picked,a peter piper the picked,1.6476175785064697,0.0001919269561767578,76308
17,0017.wav,3,0,1,0.5,8,peter piper picked a peck of pickled peppers,a peter of piper picked picked of peck of pickled peppers,3.717543363571167,0.0005242824554443359,168998
18,0018.wav,2,0,2,0.6666666666666666,6,picked a peck of pickled peppers,a picked the peck of pickled peck where's,1.8235118389129639,0.00010323524475097656,84368
19,0019.wav,3,0,1,1.3333333333333333,3,peter piper picked,a the peck piper a picked,3.3420143127441406,0.00020503997802734375,152878
20,0020.wav,5,0,0,0.7142857142857143,7,peppers picked peter piper where's the peck,a peppers picked peter of piper the a where's the the peck,4.559187173843384,0.0007774829864501953,208678
21,0021.wav,5,0,1,0.6,10,peter picked a peck piper pickled peppers of pickled peppers,a peter peck picked of peck piper the of pickled the peppers of pickled peppers,6.495176076889038,0.0008502006530761719,295788
22,0022.wav,11,0,1,1.5,8,peter piper piper peter peter peter piper piper,a the picked peck piper the of piper the peter picked peter of peter of piper the of piper,4.888552904129028,0.0010166168212890625,221698
23,0023.wav,3,0,0,0.75,4,peter picked piper peppers,a peter of picked piper of peppers,3.1724321842193604,0.0001971721649169922,143888
24,0024.wav,3,0,2,0.8333333333333334,6,peter peter peter peter peter peter,a peter peck peter peter peck peter picked pickled,3.5478298664093018,0.00026154518127441406,160938
